Gene_Name,Fold Change,log2FC,abslog2FC
PLCG2,0.5324406123542522,-0.9093074766663449,0.9093074766663449
SUB1,1.8775246460026274,0.9088318459192507,0.9088318459192507
MTMR6,0.5326566965130268,-0.9087220962584508,0.9087220962584508
RPP25,1.8771727842103583,0.9085614490237852,0.9085614490237852
SLC39A11,1.8769793467780045,0.9084127756536665,0.9084127756536665
MTX2,1.8768828364821197,0.9083385934282672,0.9083385934282672
UBE2K,1.8766890292754108,0.9081896128272526,0.9081896128272526
GOLM1,1.876586439147186,0.908110745038029,0.908110745038029
FAM20A,0.532991107873321,-0.9078166308223763,0.9078166308223763
PFKFB4,1.8757733814610014,0.9074855415041193,0.9074855415041193
HEATR2,1.8757710818428674,0.907483772820469,0.907483772820469
FAM24B,1.8755374385432875,0.9073040616459574,0.9073040616459574
POLE3,1.8753043240711074,0.9071247349162838,0.9071247349162838
SIK1,0.5332658577709222,-0.9070731321418547,0.9070731321418547
UBA2,1.874931745923815,0.9068380774167673,0.9068380774167673
FICD,0.5333785414196142,-0.9067683105126682,0.9067683105126682
GTPBP4,1.874790191097057,0.9067291517683567,0.9067291517683567
SYT11,0.5334295679776887,-0.9066302992589188,0.9066302992589188
NISCH,0.5334313917641909,-0.9066253667178632,0.9066253667178632
MRPS26,1.8746149409294806,0.9065942863489321,0.9065942863489321
VENTX,0.5334451038410936,-0.9065882821154178,0.9065882821154178
EFHC1,0.5334874918227199,-0.9064736489489622,0.9064736489489622
FKBP14,1.8743515575995222,0.9063915735080689,0.9063915735080689
MT1E,0.5335321985362182,-0.9063527549214593,0.9063527549214593
CDH4,1.8741845026897115,0.9062629850211378,0.9062629850211378
TBC1D32,1.874051429430106,0.9061605452946824,0.9061605452946824
GNL2,1.8737093659157824,0.9058971915941116,0.9058971915941116
SEC31B,0.5337277143290527,-0.9058241682773006,0.9058241682773006
GATM,1.8726629014371414,0.9050912230222091,0.9050912230222091
EIF5AL1,1.8725655062196616,0.9050161880272759,0.9050161880272759
DTNB,1.872516614445231,0.9049785194698223,0.9049785194698223
PCNXL2,1.8724810068901583,0.9049510850902487,0.9049510850902487
PA2G4,1.8722292630806399,0.9047571103792937,0.9047571103792937
THY1,1.8721743596179938,0.9047148024652577,0.9047148024652577
CA13,0.5341919167686886,-0.9045699491763333,0.9045699491763333
ZNF280C,1.8719464364024938,0.904539154450129,0.904539154450129
NOL11,1.8716549576730404,0.904314496494278,0.904314496494278
PRDX4,1.8713033104011154,0.9040434169147016,0.9040434169147016
TXNDC17,1.8711670048062803,0.9039383272871355,0.9039383272871355
CLEC7A,0.5344642848589645,-0.9038345506430214,0.9038345506430214
FGFR1OP,1.8708237646395363,0.9036736602057373,0.9036736602057373
MICAL2,0.5346179119189913,-0.9034199202248167,0.9034199202248167
ZNF467,0.5347313887835469,-0.9031137293286206,0.9031137293286206
ANO6,0.5349936826956063,-0.9024062388829794,0.9024062388829794
STXBP2,0.5350587156062706,-0.9022308780165875,0.9022308780165875
PFDN4,1.8688113587417672,0.9021209481397593,0.9021209481397593
