Gene_Name,P_Value
EIF2B3,0.5720861414815896
METAP1,2.4868995751603507e-14
TMEM80,4.9116266609416925e-12
SAPCD2,1.7763568394002505e-15
DACT1,0.8858855663449852
LEPR,1.7763568394002505e-15
PDGFRB,0.0001628744437223162
HIST1H4J,6.917133532624575e-09
EXOC8,4.633575533744181e-06
RALGPS1,1.7496796758109667e-06
MED24,0.00197803909377825
STRADB,0.019150523176083952
ACSL3,6.825250486741652e-05
ZNF215,0.0001362867761987019
MSRB3,4.4941828036826337e-13
QSOX2,1.1727507853720454e-11
PCCA,2.5633326572460646e-09
CMTR1,0.18125476399734453
FOXRED1,1.4703800774225148e-08
ITPR1,1.7763568394002505e-14
ZHX3,1.2965142769161275e-05
DUT,1.0130044468634844e-06
RDH16,5.707434524993005e-12
PRRG2,0.8258163298101913
MORC4,4.2364032282193875e-08
ZNF223,0.8109402812359416
PI4K2A,0.0009504084140701252
RMI1,8.842704346534447e-12
SLC27A3,5.329070518200751e-15
GRID2IP,0.4490067617286915
PGGT1B,0.00037631805527393874
TSC22D3,5.861977570020827e-14
SERPINB8,0.11171837302823029
PHF11,4.218847493575595e-12
IP6K2,0.060701401498306495
INPP5F,0.000202796732962085
REEP1,5.121092026350027e-05
IFIH1,0.008085622213709343
MPLKIP,2.630606843467831e-11
CREBZF,0.09970668891391905
FCRL5,0.01531204751384152
HN1,3.552713678800501e-15
OMD,0.00043263448054275955
ATAD3C,1.2871659293978155e-10
ZNF736,0.022974872408266123
PDE4DIP,2.81308842886574e-09
SIGIRR,1.370373858833318e-08
ZNF594,0.010566648384996213
MBNL1,5.329070518200751e-15
PIBF1,0.0008459130159729175
STX2,1.7763568394002505e-15
MRPS30,5.329070518200751e-15
PLCB4,0.08226751834101265
LIMS3L,3.457260659445183e-05
GYPC,1.1100954635085601e-09
PROS1,8.881784197001252e-15
PSKH1,0.0014846473444478647
TSPYL1,3.6770586575585185e-13
ERGIC1,2.5226754019058717e-10
TSPAN13,3.375077994860476e-14
GPR146,1.7763568394002505e-15
ATE1,2.5156639491541455e-06
GPC2,1.2434497875801753e-13
H2AFY2,6.535714192068554e-10
GLCCI1,4.945666454148068e-08
NARF,3.0890845437170356e-12
BTBD8,0.008587735636506721
SPATA5L1,4.218847493575595e-12
MPHOSPH8,2.470379346475543e-09
PPP1R2,9.0681719007971e-05
TAF10,0.025537891202960256
RPS6,0.011354781257807367
RAD1,1.7763568394002505e-14
PDSS2,6.710043898294771e-08
MAP4,4.792291008470784e-10
LDHD,1.2871659293978155e-10
DOC2A,0.8407540567937097
MTHFD2L,0.05060520369320898
FBXL2,2.5226754019058717e-10
KLF3,0.1329605561585705
MPDZ,1.2871659293978155e-10
PDE10A,0.4963885938865378
GALE,0.007609452352863144
GOSR2,0.0027053239960554976
CENPL,1.7763568394002505e-15
LYRM7,0.9237813566146151
DHX57,7.638334409421077e-14
VMP1,0.003099259960384515
KDR,1.0192735544478637e-11
FAM111B,5.329070518200751e-15
NME1,1.7763568394002505e-14
STK25,0.008848884696840642
KCNQ5,5.802245794939154e-09
PGS1,2.2479840144076458e-07
MARCH1,2.2601653881793027e-10
IVNS1ABP,9.040639391599825e-05
WDR83OS,0.0005966978973450665
TCIRG1,1.4895306321704993e-08
NLE1,2.433608869978343e-13
TIGD7,0.001235703558341683
SCNN1D,0.03996834652842374
LYN,1.0642100534141719e-08
C1orf123,3.0890845437170356e-12
RASSF8,1.308784758233796e-08
MBOAT7,6.206318512269604e-05
NGLY1,0.00039864755038721
ST8SIA4,1.3535839116229909e-12
TBC1D12,4.218847493575595e-12
SESN2,0.017101069545240932
DNAJC11,1.7805245978053108e-05
VOPP1,0.0017779629774352657
PBDC1,0.00398000978719147
GLTPD1,0.029727315082014982
FILIP1L,1.3535839116229909e-12
SKA2,8.855280952957401e-10
GZMB,4.438832661741851e-05
A1BG,0.13162821884536155
MOK,0.7887529519630228
WDR11,9.979758868183808e-07
MYPOP,4.9116266609416925e-12
GLTSCR1,0.5086300594933544
PDCD2L,4.440892098500626e-14
ITSN2,3.375077994860476e-14
FAXDC2,1.7763568394002505e-15
PIGX,1.7763568394002505e-14
SIGLEC10,0.07395602411280144
ANKHD1-EIF4EBP3,8.855280952957401e-10
DCTD,0.3222934862214316
NACAD,6.825250486741652e-05
MEAF6,0.0005078536926375426
GGA3,5.215646012857178e-07
DNAJC13,1.4543591948523726e-06
SLC25A37,0.00046924742287757226
BUD13,0.7304479390240814
GPX1,2.630606843467831e-11
DOT1L,0.7232586770768918
PHEX,5.572207957271758e-07
FAM211B,0.21555363079600698
TTC23,0.8258163298101913
MT1G,0.6947463342363385
ILF2,1.7763568394002505e-15
LYPD3,3.552713678800501e-15
UBR3,0.001235703558341683
RPS6KC1,4.3148595807451784e-10
TENC1,3.552713678800501e-15
LGALS9,2.5235927599199303e-05
PDIA3,9.215887201256198e-09
CDH11,0.06633200503891068
ZNF221,0.9923668279164506
C9orf16,0.0050721514649119115
HOMER2,0.0014846473444478647
GID8,1.1100954635085601e-09
BRPF1,7.111603951059919e-06
ARSG,0.11848533640686121
IRF7,0.8258163298101913
CCR5,1.2288898243895119e-05
ZNF44,1.1368683772161603e-12
RNF169,0.17191424676435396
FBXO27,8.060396794462577e-11
C17orf89,7.94031507211912e-13
MUS81,0.21866240175859453
GNL3L,0.00046924742287757226
ALDH3A1,0.0001778852638985029
CCDC97,0.35217499509373695
FAS,5.310079487230723e-09
PRKAA1,0.5918179227766114
CSPP1,0.0001628744437223162
NDNF,1.7763568394002505e-15
C16orf80,0.07556206690378708
KCTD20,0.07237748012944856
PARN,0.0007678069115240342
DECR2,6.206318512269604e-05
SMAD9,8.881784197001252e-15
TOP1MT,2.433608869978343e-13
PSCA,0.652772195247282
LENG1,4.2700227794414666e-05
POLR3F,0.0002308749851795966
MYCN,1.507920117660433e-07
VAMP3,1.9628073058601173e-08
RANBP17,0.0005510827602233093
XKR6,0.0027053239960554976
ATG12,0.7540225300620748
C4orf36,0.05060520369320898
CLK3,1.4772952251067207e-05
ERMAP,6.206318512269604e-05
SLC12A6,0.6390094850461736
STXBP6,2.3080204414327454e-11
NR2C2AP,7.72257004802757e-09
C2orf54,1.3535839116229909e-12
TRAPPC6A,0.07885790741956278
PBLD,9.364108866094512e-07
PURB,0.011200519477185367
IKZF1,1.1467804483800137e-10
MED22,0.012931948668784443
ODC1,0.007158095833210254
ISG20,0.00012572680876634263
STYXL1,3.006746544187422e-06
FAM105A,1.7763568394002505e-15
ZNF853,0.07719592312590784
SPATA12,0.46061015880625966
LMTK3,0.08760075247442067
C17orf82,0.03048635454688231
SPIN4,0.5082948606967681
FAM86A,9.357123801985516e-06
CD81,5.329070518200751e-15
TMX4,2.8132163265581767e-10
NFKBID,3.9920236538648624e-07
REEP2,1.206143563692308e-06
RNPS1,3.0020430585864233e-13
RPS12,0.9089255587031547
BAIAP2,0.0019444897036157086
ADAMTS5,0.20795951830847592
FOXP2,0.3325668996889135
ROBO2,1.0206946399193839e-10
CCNC,0.00010867611974241242
PRKRIR,0.6517820029766626
ARRDC1,0.0014315119741414861
HDDC3,0.46647302992520423
MFNG,1.7763568394002505e-15
PNPLA6,1.7763568394002505e-14
WDR54,0.009674503529771172
RP2,9.769962616701378e-14
STIL,3.552713678800501e-15
FREM1,1.8094681308866711e-10
ECE1,0.22974800885474522
DBF4,1.7763568394002505e-15
ZNF418,0.0001802814114632041
MESDC2,9.449336773381125e-05
AARD,6.337863567296154e-11
ZNF626,1.0633089786438177e-06
SLC22A1,0.22231487615329293
PPWD1,8.143003412563343e-06
ZC2HC1C,5.861977570020827e-14
C16orf93,0.0007261627070427323
ABCB8,0.7767951936407994
KIRREL3,0.5786292137562761
CD33,1.7763568394002505e-15
RSPO3,2.8132163265581767e-10
BLVRB,0.0022762251098509267
MBNL3,0.0004506016805585489
DAAM1,0.32777522027848605
IER3IP1,0.028280122568276955
MLLT10,0.1195248970252175
RAD21,6.08284202631344e-07
TMED5,8.881784197001252e-15
TXNDC9,0.0004885945525092694
LMAN2L,3.1893934604454444e-06
RNFT2,2.2451841275028528e-08
FERMT3,1.2434497875801753e-14
DUSP8,2.81308842886574e-09
RBM33,0.8971079044298458
CTPS1,2.7898521185566788e-09
GADD45G,9.051156624195755e-08
SYTL2,1.3667570399888973e-06
CCNT2,0.3829036913273498
DYNLRB1,0.0001362867761987019
HSPA14,8.855280952957401e-10
INTU,0.9771032283055696
PPOX,0.16001685587048975
ABCF2,2.1246773229677274e-09
SZT2,0.00014903614355255002
PPP1R3C,3.918623114884667e-08
CCDC122,0.054216182330456775
PLCH2,1.0206946399193839e-10
BACH2,0.13698297580214464
TBC1D19,0.037166605079788084
CUL2,7.466871379081138e-07
DNAH11,0.00014903614355255002
ARMCX3,1.507920117660433e-07
VPS33B,0.3622430237473182
SLC25A18,7.155652345502972e-05
TEC,4.440892098500626e-14
CRAT,0.6596977023333945
MATN3,1.3149694666481082e-09
KLHL12,1.4703800774225148e-08
GPRIN1,2.4868995751603507e-14
THOP1,8.881784197001252e-15
TMEM178A,3.40367733997482e-11
ADRA2B,7.518488965629899e-06
SUPV3L1,6.79884997479191e-08
PPP1R13L,3.801371960321376e-06
CABLES2,5.861977570020827e-14
SEC61G,1.8094681308866711e-10
RIMKLB,0.050112772905400185
PSMB5,1.4703800774225148e-08
LIN7C,0.0027053239960554976
PARP14,4.440531498062228e-09
L3MBTL3,0.6761014247878812
EPS8L2,0.0002738644978439453
AASDH,0.7232586770768918
TOR2A,0.6321732707310517
WIPI2,5.951474850718341e-07
KLRD1,3.6770586575585185e-13
NOLC1,1.5129546571962498e-06
GCHFR,4.3806736016449577e-11
SPRTN,1.1467804483800137e-10
MYLIP,2.6378053519238165e-08
C16orf71,1.859966783257505e-06
PNO1,1.9326371614170057e-09
MRPL28,1.9380363206885276e-06
MT-CO1,2.1499046276574063e-07
UNC5B,0.6806447467771797
PPP1R21,0.0004506016805585489
ALOX5AP,5.329070518200751e-15
MBD6,0.0018425334424101436
RRN3,0.006325487527247375
DOPEY1,9.07522945681194e-11
CLIC3,8.881784197001252e-15
SSX2IP,5.861977570020827e-14
SGIP1,2.9747345218211763e-05
TRIM28,1.1098341111028543e-09
PI4KA,0.18444897927691706
C12orf79,0.9466061989829431
CILP2,2.2601653881793027e-10
SLC23A1,4.788532343980023e-06
ZNF763,1.7763568394002505e-15
IPO13,4.8571529021046445e-09
ATP6V1C1,3.3822118439275073e-09
ATRIP,0.0054056035788701
C7orf60,5.492224814487985e-05
ZNF331,2.0232171493717033e-10
CCDC88B,2.3344064459251967e-09
PLEKHM2,0.00784436585604098
TBX15,3.586156610779767e-06
PYCR1,5.329070518200751e-15
GPR126,4.3148595807451784e-10
AP3S2,0.03901168331216344
NFATC2IP,8.237559280566131e-05
DHX16,0.0056000976672750365
SLC6A16,9.07522945681194e-11
TRIM45,4.218847493575595e-12
HDAC6,7.500770700019643e-05
ITGB5,3.9920236538648624e-07
MMP10,4.112928062891432e-08
HIF1A,4.212276530435414e-06
TRIM66,0.037166605079788084
CAV2,2.5226754019058717e-10
ACYP1,5.897913268881894e-10
CASC3,0.045029384285348376
CSNK1G3,0.3230277659528582
FAM110A,8.842704346534447e-12
PXDC1,1.2434497875801753e-14
SUMO3,0.007344365863810402
BCAP29,2.81308842886574e-09
SLC1A4,6.616929226765933e-12
GAK,4.632833685681215e-05
UNC5C,1.0642100534141719e-08
MGAT3,3.489741828843762e-10
TCP11L2,5.329070518200751e-15
ZNF518B,1.603124333549033e-05
TFRC,5.367254770405339e-06
SEPHS1,9.07522945681194e-11
DEDD2,0.19427670053532076
NIPA2,0.0011051033525024678
BEND3,8.842704346534447e-12
MAP2K1,0.18444897927691706
ZNF688,8.237842195057965e-07
COX11,0.00197803909377825
USP40,0.0011471783973160399
SAP30L,0.001190697289374043
LATS2,4.9604764740251994e-11
XPC,1.9539925233402755e-13
ENSA,0.4042577575813002
EIF4A3,5.453415496958769e-13
CEBPB,1.4895306321704993e-08
PSMG3,1.2434497875801753e-13
SS18,0.0362699414949752
TMEM258,4.4254613142058474e-05
RARG,3.6770586575585185e-13
PPFIBP2,0.004316904154682888
TTLL4,0.00010257507104470712
C12orf45,8.270045020359534e-07
ANKH,1.859966783257505e-06
BNIP2,1.158324636207908e-08
ZWILCH,3.552713678800501e-15
PIP4K2C,6.081870866088106e-07
ITGA4,4.2698192537216073e-07
SYT8,0.10953049393459402
ELK4,0.002614123910062105
FZD9,2.070065541204258e-08
SEC16B,0.0362699414949752
S1PR5,2.2601653881793027e-10
TNRC6B,0.00028808063448340003
HLA-DRB1,3.552713678800501e-15
FCER1G,4.440892098500626e-14
MGST1,0.00784436585604098
NBPF9,4.028586058524297e-06
SYPL2,1.1368683772161603e-12
PFKFB3,7.155652345502972e-05
NAAA,6.535714192068554e-10
NOV,0.006730459669450184
TMEM53,2.5226754019058717e-10
FMO4,0.916185835362695
CXCL5,2.1246773229677274e-09
ZCCHC24,3.552713678800501e-15
FAM131B,0.7018365959451138
CHRNE,0.009116960633276605
PIK3CB,0.0013800985654270903
AIM1,0.026848578410895385
PKIB,0.10525460779046192
SRSF4,0.045027510990479414
SGSH,3.477136398975647e-06
SYNRG,0.0006106420186779496
AXIN1,1.8759072675678112e-05
DIAPH1,1.4895306321704993e-08
MRPS23,1.4895306321704993e-08
RAPGEF2,4.218847493575595e-12
FAM19A2,8.522692085804807e-05
SLC25A17,9.769962616701378e-14
CPSF2,1.4492140820721033e-09
PDGFRA,0.012213348101271393
C10orf76,7.65609797781508e-12
RBM38,0.001642125243437951
AKAP1,0.3044806608698192
GCK,0.39349457563481494
MANEAL,0.0036632546526647047
CDC7,3.6770586575585185e-13
TTC3,0.5786292137562761
IKZF5,5.897913268881894e-10
CABYR,3.552713678800501e-15
SUPT6H,0.20827143449080732
CHD1,1.370373858833318e-08
ZNF397,0.18419005533984711
DDX60L,5.897913268881894e-10
C2orf76,0.064886242135481
ASNA1,0.24908489906916564
FDXACB1,0.1976349682926415
IP6K1,2.3080204414327454e-11
ERO1L,3.552713678800501e-15
EXOSC4,5.861977570020827e-14
ZNF268,0.5210251168620434
C4orf32,1.7763568394002505e-15
KLF11,5.210085375739284e-07
VTI1A,0.0894381024777875
FBXO33,2.4868995751603507e-14
CHCHD5,0.14601836144972324
VAMP4,0.4407571178182137
SNX33,0.0002624791416003802
CCL21,1.2871659293978155e-10
ZSWIM6,7.500770700019643e-05
ZNF329,0.0010644297047850415
NRG1,0.9771032283055696
LRRN2,0.19095974436218555
HADHB,0.28942362339137306
CD164L2,2.670359481982132e-06
ARMC6,1.9767201369091936e-06
PIF1,3.552713678800501e-15
SLBP,2.0569458285737544e-09
POR,2.6885878247284722e-05
EFCAB11,6.337863567296154e-11
ITPRIPL1,0.008085622213709343
NACC2,2.3080204414327454e-11
TUBE1,0.01531204751384152
GATAD1,0.7091309176902658
USF2,0.32777522027848605
TLR7,1.0192735544478637e-11
ORAI2,0.07719592312590784
FAM184A,3.552713678800501e-15
PPP1CA,5.121092026350027e-05
CLCN2,1.7763568394002505e-15
TRAPPC8,0.020736608272804644
COL27A1,1.2965142769161275e-05
CXXC1,0.07745545963487725
TRABD2A,3.0890845437170356e-12
ESCO2,3.552713678800501e-15
TMEM206,1.1368683772161603e-12
PINLYP,0.029727315082014982
MSN,2.4868995751603507e-14
PHC3,5.070202146129077e-06
ADAMTS2,0.028256978552906986
NCS1,4.440892098500626e-14
RBM17,1.6198182883897516e-07
TRIM24,0.0006457255474483503
OST4,3.633577416550793e-05
PRIM1,4.4941828036826337e-13
UGCG,0.027545164283727885
NAPSA,1.7763568394002505e-15
FAM150B,8.842704346534447e-12
FCGR1B,7.638334409421077e-14
POLRMT,5.6804637029728156e-06
PRG4,5.707434524993005e-12
C1orf106,3.0020430585864233e-13
CBL,0.0021496330360651905
EIF2A,4.9604764740251994e-11
AMBRA1,0.05181156528800345
SLC40A1,8.881784197001252e-15
HIVEP1,0.010879562807692977
AIM1L,8.22989321136447e-09
SLC25A46,1.080529443697742e-09
GNE,0.004459422606641894
RAB31,1.4895306321704993e-08
ADM,2.1002898957789284e-06
VPS8,0.0001537422019073124
EML4,0.5210251168620434
SLC51A,3.0412363649645613e-07
DEPDC1,3.552713678800501e-15
SMKR1,2.36936675790389e-06
ZSCAN31,0.14601836144972324
ALG1L,8.881784197001252e-15
ASS1,0.22231487615329293
MGLL,1.7763568394002505e-15
RICTOR,0.7232586770768918
ZNF174,1.603124333549033e-05
UCK2,1.7763568394002505e-15
FAM83D,5.329070518200751e-15
ZNF341,0.9563694064926231
NCLN,2.3068974657647345e-05
FDX1,3.0854181432005134e-09
LRRC14,8.630484972549368e-05
MBD3,0.4151920088524754
ZNF433,7.111603951059919e-06
HIATL1,0.7505206655370977
TTYH2,0.0005734773907004609
PIWIL4,0.004606102327862516
ARHGAP1,0.7304479390240814
CD68,1.1368683772161603e-12
ATP5I,0.011529687649083797
ADAMTS16,0.02122367163684835
TMEM245,2.3709430019433458e-07
COL4A5,5.7649630846867694e-08
IGF2BP3,1.2434497875801753e-13
STX5,2.911241451670439e-06
BZW2,8.881784197001252e-15
TNRC6C,9.0681719007971e-05
SLC2A10,0.6118509675549912
LYPD5,0.38817752503383396
POLD1,2.4868995751603507e-14
C7orf26,0.15396657374652442
COL6A3,0.004606102327862516
MXRA7,0.025537891202960256
EPS15,8.060396794462577e-11
SMAD6,5.329070518200751e-15
CFL2,8.881784197001252e-15
ZNF287,0.03286210881230289
KIAA1161,0.2695104487517437
SRSF11,0.8258163298101913
KCNAB1,3.8819791825517314e-10
ZNF704,2.82830745792495e-05
GPSM1,7.946967700789287e-06
CPLX1,0.06780369678404519
GALNS,0.0013366032877885855
ZCWPW1,1.3667570399888973e-06
SWAP70,1.1151651065122249e-07
TMPPE,0.014479791748943427
CHMP5,0.0002409992117797799
STAMBPL1,0.42072286282100535
FBXO30,0.056738698656332076
MAGT1,0.81837027658068
UBE4B,7.237197507947712e-10
DHDH,1.4422642710343325e-05
B4GALT5,0.18125476399734453
C20orf27,4.2698192537216073e-07
GTF2A2,1.859966783257505e-06
RASSF3,1.7763568394002505e-14
CRIM1,9.464115928229098e-08
C11orf96,1.3535839116229909e-12
ZC3H12D,0.24122024636948858
ICAM4,9.521272659185342e-13
GABARAPL1,1.260182003193222e-08
SULT1A2,1.7763568394002505e-15
IRX6,0.9801600629440878
SSBP3,0.5741009302895304
MROH1,0.13698297580214464
ADAMTS7,0.8407540567937097
ZNF622,4.213757459226031e-05
ADCK3,0.00032407658280853013
PDZRN3,8.403119267086367e-08
GTF2F2,2.8338981969966426e-06
PRSS16,0.1515030570827971
EEF1B2,0.766732668436843
ZNF259,0.005236528699732901
ACSS1,0.5148085516941183
PSMD9,0.006131180232502587
ABHD5,2.3080204414327454e-11
TRMT5,3.6148861681795097e-12
GLCE,0.8035269768960163
ZNF619,0.00013594335635815983
ACO1,1.859966783257505e-06
NUP88,1.1645574410579229e-05
VIM,4.440892098500626e-14
IRAK3,8.881784197001252e-15
CRIPAK,1.080529443697742e-09
ZNF43,0.0002857006608838475
C7orf55-LUC7L2,3.907626806206914e-05
LRP5,0.0009149367393188612
PPFIA1,0.5082948606967681
PRRT1,0.22231487615329293
SPAG1,0.0007847371187263974
HMHA1,7.94031507211912e-13
LYG1,0.00011903464815610221
RASGRP2,1.7763568394002505e-15
SLC12A4,7.638334409421077e-14
VMO1,1.7394549622906652e-07
TYK2,0.2306644556000963
NOL8,2.649707155910619e-07
SLC35A4,2.3080204414327454e-11
EIF2S1,6.79884997479191e-08
ZMYND12,4.440892098500626e-14
MCM3,2.4868995751603507e-14
DLL4,1.7763568394002505e-15
ALG11,2.0810681753857807e-05
BARD1,8.403119267086367e-08
PPCS,0.07100679869964945
TBX3,2.8573925447972215e-08
TNK2,2.070065541204258e-08
DUSP10,0.34720763934942456
BCL2L11,3.0890845437170356e-12
EXTL1,2.649707155910619e-07
SMARCE1,2.82830745792495e-05
ZNF793,0.0008475708983652908
CCR7,9.84559617478658e-05
CTTN,0.13045894629165566
LIPT1,8.928661850275861e-05
PAX5,0.06346609527860991
ZNF92,5.9166993136017254e-05
CENPK,2.4868995751603507e-14
SLC6A12,2.4868995751603507e-14
HEXIM1,0.020120643634562896
SUPT20H,0.0037864469724659955
PLXNA4,0.010879562807692977
SLC25A44,0.0894381024777875
CHN2,4.521505763577238e-06
P2RY13,3.552713678800501e-15
FXR1,1.7763568394002505e-15
GYG2,1.206143563692308e-06
JAKMIP2,0.26120880915335754
CCDC77,4.057499225496031e-09
GDF11,8.237842195057965e-07
MAN2B1,3.432816755159995e-07
C20orf197,0.07556206690378708
KIAA1522,5.610267805877811e-11
MBD1,0.027545164283727885
DXO,0.22974800885474522
TMED9,0.017200586079268373
GATA2,5.610267805877811e-11
CDC42EP4,0.8696285210234678
ZNF365,1.859966783257505e-06
TOX,7.151434999741468e-11
SIX2,8.060396794462577e-11
DNAJC8,0.00091364551625089
JMJD6,0.38817752503383396
RNF181,0.11487471159264
THEMIS2,1.2434497875801753e-14
MED7,5.318447904301138e-10
FBXO7,1.4492140820721033e-09
COX16,0.0002738644978439453
PYCARD,0.027545164283727885
C14orf28,3.918623114884667e-08
CHPF,3.489741828843762e-10
FRMPD3,0.15430250303892734
NDUFAF6,6.78354924232849e-07
C6orf48,0.4042577575813002
ANAPC4,0.017575449774248852
OPTN,0.0037864469724659955
CLSTN1,7.94031507211912e-13
RBM12,0.0009256015852284934
NRG4,5.639617199193481e-05
SLC6A6,9.468707561843814e-05
AK2,2.5226754019058717e-10
FRAT2,8.237559280566131e-05
ZNF449,0.017335274314703143
POMGNT2,4.859078360567124e-06
CNTN1,0.10316599771973678
NDRG2,3.0854181432005134e-09
TUBB4A,5.9166993136017254e-05
CNOT2,1.02597616190337e-05
SEC61B,0.10511758904425997
ZNF610,0.010879562807692977
RNF152,0.0050721514649119115
CCRN4L,0.4262959591146398
FSTL1,0.2695104487517437
SEC61A1,4.057499225496031e-09
ARPC4,5.3406212785489515e-08
UCHL3,4.9116266609416925e-12
RPAIN,0.013627154429164134
IQSEC2,1.5961560961841315e-09
ATIC,5.453415496958769e-13
MOV10,0.0001778852638985029
C16orf13,3.0412363649645613e-07
POU2F3,0.5398998476772991
ATP5G3,1.5961560961841315e-09
COX17,0.041929242456154064
NDST2,5.802245794939154e-09
GPR156,2.0232171493717033e-10
SLC16A4,1.7568968502246207e-09
GZMM,5.610267805877811e-11
JDP2,3.375077994860476e-14
SNRPN,1.7568968502246207e-09
C6orf211,8.060396794462577e-11
ENTPD2,1.7568968502246207e-09
FOSL1,0.1406841997467243
ZNF623,6.590283874174929e-13
CBX8,1.2434497875801753e-13
HEXIM2,0.006525205201144857
QTRT1,4.578190981874286e-08
RMDN2,3.552713678800501e-15
MAP2K7,0.5852066143769612
SAFB,0.002797437349769575
HCFC1,3.38235121510877e-06
REXO4,6.337863567296154e-11
APMAP,3.812402633016023e-07
GIGYF1,0.4963885938865378
NR2F1,2.4868995751603507e-14
PLRG1,0.002797437349769575
CACNB4,4.2364032282193875e-08
RAMP1,0.34720687274462314
ERAP2,1.9326371614170057e-09
NKIRAS2,2.3242989444907054e-09
PLCD4,7.683946512066696e-05
BCMO1,0.0008156048825487261
MAP3K11,4.3806736016449577e-11
BZRAP1,1.4543591948523726e-06
PRKRA,0.0010251160635235124
PIGS,3.006746544187422e-06
TM4SF18,3.863753761379485e-11
LUC7L2,0.7018365959451138
ZNF567,0.00018755925414148475
CD36,8.881784197001252e-15
HMCN1,1.5961560961841315e-09
MMP14,3.6770586575585185e-13
FBF1,4.017079467030095e-07
SMPD3,3.486415511844143e-07
KRT18,0.10525460779046192
GJA1,0.25471765477140385
C1orf213,0.001715436079566146
MME,0.0017779629774352657
FAM178A,0.0003825853095680287
DOCK3,0.02420949942225903
PITX1,1.2434497875801753e-14
DNMT3B,2.4868995751603507e-14
C2orf43,5.367254770405339e-06
AMD1,0.7277219297587737
HLA-DOB,0.027545164283727885
ZNF614,0.7813934753886187
LRRC61,0.0004153236253312542
RIPK1,5.740709396600488e-09
MRPL34,0.6736344940466168
FAM174A,1.5631940186722204e-13
PSMD8,1.616786704516926e-10
CCDC66,7.069213042305e-05
ANAPC5,8.974586938010462e-07
PPT1,2.8391607465039215e-07
GRM8,0.32777522027848605
IGBP1,0.20103473802823935
PTPRK,0.0506251756794671
D2HGDH,0.5210251168620434
TESK1,0.4963885938865378
GSTZ1,1.0633089786438177e-06
PRDM5,4.218847493575595e-12
MTMR4,8.970399534291573e-09
RTCB,5.442992326821587e-08
MEGF8,0.07395602411280144
PEX12,0.3325668996889135
ARHGAP22,0.1622347522426656
FUS,0.0008459130159729175
TAF5,1.2871659293978155e-10
PNPLA8,0.00039864755038721
DAG1,0.008848884696840642
CILP,0.0009871220775430345
C7orf63,2.6378053519238165e-08
HSPH1,0.0021224348550905603
MED9,0.3222899189348758
PRPF38B,0.0006207713421488847
KCTD5,1.5581270819808626e-08
ZNF396,5.3406212785489515e-08
FAAH2,0.6294907203129624
C1QTNF6,3.375077994860476e-14
PAQR8,4.440892098500626e-14
BLOC1S4,5.070202146129077e-06
TPRN,0.0002211422351869885
CAPN6,0.012931948668784443
CCL14,8.881784197001252e-15
LSM4,2.433608869978343e-13
BCL2A1,8.403119267086367e-08
ATXN7L2,0.04610345508442351
MRPL33,0.03996834652842374
DKC1,1.7763568394002505e-15
OSGEP,0.0001628744437223162
SGPP2,0.49562494996076367
ANKRD32,7.518488965629899e-06
LIMD2,0.9542249738357711
PSMD7,3.0611844773118703e-09
ZNF37A,0.005236528699732901
ANKS1B,2.6378053519238165e-08
TRIB2,0.6051405400941228
ZNF202,0.00046924742287757226
SLC25A24,1.2871659293978155e-10
UBL5,0.2916907834077819
EIF4G2,0.3325668996889135
LRRC37B,0.27798803015155293
CYTH4,7.546860913976161e-09
FAM161A,1.5471859846627467e-06
IGFBP6,0.01330480151673541
CERCAM,2.994404724177002e-11
B3GNT4,4.218847493575595e-12
TNFRSF10D,1.859966783257505e-06
AES,4.440892098500626e-14
PPM1G,1.1812325186599061e-09
PRDM10,0.01574343835962111
PGF,1.757493883758343e-08
CCL11,0.3829036913273498
BBS9,0.00035222154756553437
PARM1,9.745764195656648e-08
WDR31,0.012931948668784443
IFI6,0.07745545963487725
METTL21A,9.040639391599825e-05
EIF2AK3,0.8774653933470543
CUL4B,3.38235121510877e-06
DEXI,0.0006715891126169993
ALPL,1.7763568394002505e-15
RAB9B,0.0018425334424101436
PCTP,3.8876619657334306e-08
HAUS7,1.6896629077223224e-05
TRPV3,2.7898521185566788e-09
SNRPD1,1.3370868913961307e-09
TMSB15B,0.000489336412944435
CCDC25,0.6666519727454681
TMCC3,4.633575533744181e-06
FRS2,0.587730636069065
GPR97,0.0005734773907004609
METTL7A,1.1100954635085601e-09
CTSZ,1.5961560961841315e-09
UEVLD,0.12080975020940343
SLC39A9,0.008085622213709343
RBM43,2.3344064459251967e-09
TIMMDC1,5.610267805877811e-11
CD79B,0.003099259960384515
ELOVL1,0.005579489549422334
WFIKKN1,5.367254770405339e-06
ZXDA,0.00045417562771305023
IQCJ-SCHIP1,0.16293225736063377
SMU1,0.2673769727421744
MGMT,5.492224814487985e-05
OSCAR,3.552713678800501e-15
TBL2,2.82830745792495e-05
SLC35G2,0.42327221109755275
HMGB2,4.440892098500626e-14
PPP1R7,4.2364032282193875e-08
ZC3H6,1.7394549622906652e-07
RIN1,3.586156610779767e-06
HAGH,8.881784197001252e-15
PHF3,0.04193213473556767
FANCE,1.7763568394002505e-15
CRLS1,0.0005071168317600691
TAOK1,0.3950506668292877
FERMT1,1.7763568394002505e-15
STX3,4.218847493575595e-12
C11orf57,0.07662235072347227
SEMA6C,0.9085978224870299
PPP3CB,3.281330561639642e-08
