Gene_Name,P_Value
IL2RA,0.03175947078492541
CELF4,0.1015715141475768
MARCH3,7.1936527173338705e-06
ARCN1,0.8658764106823897
CD55,7.699951194243836e-16
TMEM63C,4.928953794492514e-12
SSSCA1,1.1626880239968589e-05
ILKAP,0.27002231004621513
ATF3,8.675231085323407e-10
NDUFA12,2.238194784068292e-05
MARK4,2.1063027319813964e-06
KIAA1107,2.3435863558056906e-05
KLHL26,0.022093986813627103
TSFM,1.392235043247711e-13
TBC1D23,0.0064680534761578515
DHFR,2.1223868632231047e-11
MAPK10,1.8062906409259244e-06
CNIH3,0.07197329539460849
PTP4A3,3.2739031430031896e-05
MBTPS2,2.416452817816959e-05
PUS1,2.259861024091598e-14
DDX27,1.5797783692012017e-10
B3GNT1,3.016429051715997e-13
C4A,3.0946188467326107e-13
C17orf103,2.3560976592717443e-15
PIK3R4,8.324731387576603e-08
NOMO3,7.69822331590227e-05
EIF4A2,0.027382434144051462
BMPR2,1.5108578067465046e-14
RNF32,0.005351068425080919
SMIM13,1.3213187031953764e-11
EPHX4,0.00017911112327371266
LNX2,4.1570755716471164e-12
PCP4L1,0.002590206906997283
SMCHD1,0.8334635772994906
ACAT2,0.0032076115667290573
ULBP3,2.807543674097792e-09
AGPAT3,0.00010844323063296556
ABCC1,2.2521372982090176e-12
CRLF3,0.9697546486398354
ZFP14,0.5214413112970188
VPS41,0.2567805508481191
CHCHD2,4.4075241198859735e-08
ANO5,9.810817562244512e-17
RALBP1,0.006074356999249357
HERPUD2,1.1626880239968589e-05
ZNF596,6.661166347638243e-05
NFU1,0.0011805330016069029
MRPL54,8.359878219796974e-11
DMXL1,1.5048600290031226e-13
ZBTB8A,7.1936527173338705e-06
NFXL1,2.6888311433455648e-05
CTU2,0.0001357812971651999
NPDC1,7.844601846292455e-14
PPP3R1,1.419642514932876e-06
FAT2,8.052835377677822e-14
AMMECR1L,0.016437700669851084
ZFHX2,1.419642514932876e-06
RSRC1,1.5096894806304184e-15
UBE2J1,1.7157485908489924e-06
PIP5K1A,0.413975487538776
PSMA5,1.837478794892285e-06
CXorf56,0.002337490491098707
RRP15,1.1068804271237624e-07
IL32,5.296346125583667e-07
RPS20,0.019260421899603693
ZBED6,0.7986680030925278
RAD51D,2.254501813051405e-06
ZNF71,0.1722604879678371
C18orf54,4.928953794492514e-12
RPUSD4,0.0001357812971651999
MRPS7,1.203997295203986e-10
PRRC2B,0.07701664592968516
LGR4,5.021234183317267e-13
ANO7,2.137323884727787e-05
MINOS1,0.3538129575645802
CCDC107,1.1181331700170278e-11
DPP9,0.19025478105316196
GPATCH8,0.06417090017124485
MRPS31,0.00013020526280546052
NLGN3,1.1812365457819438e-05
TNFSF13,6.526127005470259e-17
PLA2G7,0.3141762165936888
ZNF503,0.08605938621387929
RPS17,0.00370435776097148
ZMIZ2,0.2994936304206761
HSDL2,1.2509269543815989e-14
PSPN,1.6945933395643225e-05
ST3GAL2,2.47513120362938e-10
TBC1D4,0.00023840339716311288
ADAR,0.026198481325871856
MTPN,0.1722604879678371
RHBDD3,6.305818959057811e-13
MTR,0.001269172182826938
LAMTOR3,0.024615414964175148
RPS10-NUDT3,2.9582421277849053e-10
LSMEM1,1.8032483134953376e-05
TULP4,3.8615599731888766e-05
LENG8,0.0018985111883363104
PFDN4,2.5864392587660636e-13
LPAR2,1.6378972771127114e-14
MRPS16,1.1505169806214191e-10
C1orf43,0.28063997262087403
CASP3,6.752482832634458e-12
ARSA,0.0005251451250678723
FAM102B,7.69822331590227e-05
ENPP2,4.810644322782275e-12
RHBDF2,2.238194784068292e-05
LAMTOR4,0.5578925238114214
VTN,4.0134893827820043e-16
KIF5B,2.648206717011294e-05
SYNE4,0.00022893017449171298
SNN,0.0014826868704180885
ST6GALNAC5,1.5589273043393844e-16
CAMKK1,0.06617993344569598
PSMB7,4.447128712342298e-09
UBE2H,0.0006603164187352511
PHF6,1.2011613310484265e-11
ERC1,0.34142818298452027
NUDCD1,5.0379389501818845e-11
CAPZA2,2.072916255511278e-11
ARHGAP29,7.485849151480748e-16
AGTR1,3.850825045936928e-17
WDR66,1.8708989770806024e-07
RCAN2,1.0458003838248808e-13
CLEC4E,9.926345959113e-14
SEPN1,8.984113190012638e-08
SYT3,0.7277366196432564
PEX3,0.08113530324054602
ST14,2.1972591909270483e-12
NPL,0.11205463999098723
CIAPIN1,0.0013157595869337693
RBMS3,1.6822616538355355e-17
ZFX,0.9532727267129067
DNAJB1,0.2931173693460709
TRIP11,0.22765617476544375
EIF3E,0.03203465109154384
SDAD1,0.0013157595869337693
ACVRL1,9.830475467603178e-18
PLB1,0.009732747897441786
MAP3K4,0.054432878152186996
TARS2,7.993215374563966e-12
PUS7,2.4696957613014775e-16
ZNF132,7.783187004373874e-10
RMI2,9.257068634538035e-17
ZNF516,0.7563922219664663
ZNRD1,1.8062906409259244e-06
IGSF10,7.485849151480748e-16
PCDHGA9,2.0234719304771184e-10
MTCH2,9.91930339169938e-16
FOSB,2.1436932980676237e-12
KCNJ14,7.0863021084850485e-12
MID2,0.3396818555406653
ZNF177,0.16690695885469453
JPH2,2.3083590975084528e-12
CRIP2,3.9008405669723806e-16
C16orf58,0.2582291892400369
PALMD,1.0458003838248808e-13
GINM1,8.953646201579323e-09
APOBEC3C,6.661166347638243e-05
PSENEN,0.9560185171442512
CCT4,2.0201498437318842e-16
BEND7,7.985568231825413e-11
CXorf36,4.729823738127923e-17
CDH26,0.000837615794815763
LRRC46,5.562291634542129e-08
RPL35A,4.3556487289949e-09
C5orf55,0.0018331817961474578
NPRL3,0.05147432691846427
S1PR3,0.5671952600542189
FOXA2,5.806127969053495e-17
MSI2,3.469508475836137e-15
RPL21,3.920977732925409e-08
ISLR,0.8415425412417238
TRUB2,7.627662857171256e-11
EVC,7.171660747311708e-07
CEP57L1,0.00011313712009466636
ENTPD1,3.859947658731714e-10
EXOSC2,1.6737769947512689e-12
UTP6,2.5881377020402394e-10
MT1F,0.4238944237276431
SH3YL1,0.00010247002779629627
SORBS1,8.719702850972325e-18
MTMR2,7.161959276717547e-05
RAB39A,0.36465152425376834
NOC2L,3.764644763071822e-09
ZNF568,0.04268460533165167
MT-ND1,2.685185501204756e-11
MAP3K7,1.5797783692012017e-10
STEAP1,1.2599049650606307e-10
PIK3C2A,3.844023868601481e-09
LCN2,0.9176397201287463
PNOC,0.9587648295967376
DNM2,7.804609588600771e-11
CYTH1,4.582316266385768e-12
FAM195B,0.0005387777053132653
RNF8,0.04786936416670193
ALMS1,0.002419104300278033
CYP7B1,0.03067892588235193
TRIQK,2.0022633745701894e-09
SLC25A3,0.16271493938920756
P2RX4,2.3363732180919195e-07
PPM1A,0.2223867482230485
ACTN1,0.004088184364168857
C15orf61,0.002232593330169188
CD80,1.099361063529644e-10
ACTR1A,9.926345959113e-14
TRNP1,1.1505169806214191e-10
C9orf66,1.3351047909002667e-09
VAV3,0.008033139847202666
ANKRD54,0.015385399292842314
NEK7,5.485161262958621e-16
RNF4,0.0383034251815027
GRAMD4,0.060776353380831025
ASB6,0.0003650999679750767
CX3CR1,7.485849151480748e-16
TPCN2,0.02573743793871499
OTUD7A,0.0012241117846865238
AIMP2,3.3367456175456444e-12
KCNQ1,4.62663655558113e-16
C19orf52,3.3057262873263523e-10
CCSER2,3.902672133619676e-11
LITAF,3.1184506069030992e-09
NTF3,0.8523403566788244
SLC43A3,8.748162356894055e-13
INHBA,0.3683100032402167
DDX39B,3.988792158675961e-06
ZNF436,1.0324053297863516e-08
C22orf26,0.006956270587891989
FH,6.452125581459611e-09
ICAM3,2.322240184973686e-09
MSANTD1,1.1451644617928336e-11
DGKA,3.770593845825338e-12
PFDN5,6.683019119091864e-10
PLBD1,3.3101566503929746e-07
TNFAIP1,6.758595076893301e-05
CCR4,1.086143147061136e-07
CHRAC1,1.0740402253411899e-05
LRRN1,0.6969057019843775
OSBPL1A,2.1704566995889825e-05
ELL,0.10596448758985066
PDCL,0.0018985111883363104
KHDRBS1,2.1794322776441375e-09
KRT6A,9.11722250459513e-16
CCDC91,0.00017911112327371266
SMTNL2,6.63239517735024e-13
GINS4,7.334034891160528e-17
BMF,0.5742207300206108
BMP7,2.4741474397185935e-09
CPQ,2.5829368985284057e-14
MRPL30,1.0324053297863516e-08
CXCL3,8.590963721481658e-12
TMEM66,9.810817562244512e-17
TACC2,1.2898703293057634e-08
C2orf49,6.679970868113956e-07
RSU1,5.150188147884675e-13
OTOF,0.2626090616335056
C19orf60,0.4776647921696855
EXOSC6,0.008801965252151786
UBE2F,0.0014651559899696736
AVIL,0.12087545165055108
LRRC4B,5.723213659860692e-14
RASSF5,4.928953794492514e-12
PPP3CA,0.00017911112327371266
APOL6,2.547338968948653e-12
HNRNPUL2,0.2467980388788924
KANSL3,5.896623753821726e-07
DAPK1,7.641663583908508e-14
LAMA5,0.006673384601133817
PTPRF,5.42934025449174e-14
ATP1A3,0.42589476304532514
PRIMPOL,0.44209463261794313
TUBGCP3,0.004706471823707966
USP31,1.682535319966083e-14
RASEF,1.3702888481212723e-08
PLA2G10,2.1420684797513853e-14
PBX1,0.10013984457250873
SPATS2L,0.0019659726576842992
AHI1,0.00013020526280546052
CXCL12,2.8599285556815456e-15
ANKRD50,0.003101963336818006
IFT52,0.019618876516920646
PLEKHA7,0.05983427420314362
FLNC,3.1915858772815935e-07
CCM2,0.390737553235738
DOHH,0.1766349948318049
GPR89C,0.022295167429497484
LPL,1.3255618041383154e-17
IL12RB1,1.6690517146696482e-13
EZR,5.983901828099977e-12
LSR,1.1534969850935078e-14
TM7SF3,0.07143001591138717
PCDH17,3.4620823252918763e-14
POLR3K,1.592195303488379e-05
CPVL,2.3146036846845567e-10
MMP7,0.14770036172648082
WDR74,1.62642478199907e-13
TNNT3,0.015385399292842314
ZP3,8.128717361240742e-10
KBTBD3,8.886674107318498e-05
WBP1,0.4927540491381499
SWI5,8.751326123642644e-11
C7orf31,0.004860668735280524
GRWD1,6.957512119713e-05
ZNF780B,0.15456988337874852
EMP2,1.839160279851742e-17
MAT1A,0.01597921018720871
FBXO8,9.178300156535154e-14
PARP16,0.00014158174373666172
ST6GALNAC4,3.566441916511754e-15
CLEC3B,1.2487504191592078e-17
LRRC29,2.4957210253084293e-06
UBE2Q2,0.7563922219664663
HMMR,3.7913091067288977e-16
SPIRE2,0.29789095642734076
PLEKHH2,8.003963483309208e-17
FXYD3,5.7294926339348175e-06
FCER1A,6.142855827671919e-16
NCK1,0.00025846355907539916
DSN1,9.178300156535154e-14
CD247,1.288802440763669e-10
MLANA,0.005294455124491065
RAB37,8.24041261113812e-17
THUMPD2,1.3713718356885716e-06
CENPB,0.3011020462122582
ZDHHC23,0.9285894621382995
PCMT1,0.21720523031761174
ELP5,0.41004668638288666
HVCN1,3.0189750385058965e-11
ALOX15,2.4538663131265887e-06
COG6,0.4712761789820338
SFTPA1,1.075413924874422e-17
CA8,9.693933928112393e-08
RPL38,0.0008069597162283376
RNF215,1.1068804271237624e-07
STAR,1.1505169806214191e-10
RASGRF2,0.00010998705602670596
SLC16A11,1.873369754505005e-14
C17orf51,0.6994567410238803
PLEKHN1,2.394629812904166e-13
KIF18A,2.399899352448785e-16
IL17RC,5.150188147884675e-13
RC3H1,2.515047275183666e-07
PTDSS1,1.715800937076512e-12
TMEM115,1.2226584599621624e-13
QDPR,7.803173591704575e-12
FABP4,3.630748714976699e-17
ZNF514,0.001708678255629437
MMP17,0.0010582499971310679
MLH1,8.941486415112091e-14
SPRY3,6.857371186367593e-05
EIF3L,0.06173068956651762
VRK1,1.2175828881532561e-14
NUDT17,0.9176397201287463
DRG2,0.30433610862863614
C16orf46,0.005238383376843262
ZNF717,9.678796547704738e-07
FAM13B,3.1940068389842794e-15
POLR3C,0.2184923951740556
FMNL1,6.63239517735024e-13
MGST3,5.701083604097752e-12
DDX41,0.030946059070144756
FAM117A,0.0003285529329435912
ADC,0.6367650112850698
LAYN,0.025509559375723172
ZXDB,0.0006277446956512379
FASTKD5,0.1722604879678371
C3orf35,6.565067761096705e-05
SH3PXD2A,0.007325000570549675
CLEC5A,0.004223933124272652
NUP98,0.10013984457250873
MAGEF1,1.5152644503744674e-08
ACOX1,0.043753744637871406
NOB1,5.0501140033980984e-12
TSC22D1,6.032711420187449e-14
NUTF2,1.0768375287373352e-09
LRRC69,4.4786182534657705e-06
SMARCC1,1.9190217620409063e-09
DCUN1D4,0.017227560632250807
C10orf118,1.3115902354478387e-07
ZBTB45,0.27002231004621513
FAM96A,0.07817563378481004
RGL4,7.2981883396511945e-09
C9orf172,0.2883953957796789
SLC12A5,0.5169726172955549
FCHSD1,0.05890433880651089
C9orf116,2.3798561269095254e-07
MMS19,0.7511558015272697
GPLD1,0.0007581699479779663
CDKN2AIP,0.0002025866746706377
RBKS,3.725069503866379e-11
B4GALT2,1.4681242088062017e-15
LRRC2,3.768376697374417e-15
CCDC93,0.052305564424980765
GAA,0.0003463758263340924
L3HYPDH,0.1467383512854788
LHX6,3.747756363874017e-05
EPHA2,0.15557074185169853
MEA1,1.839155502666152e-09
VAC14,0.19496234634903353
SLC46A2,1.3255618041383154e-17
ZHX1-C8ORF76,2.9128226838941754e-07
ZNF33B,1.6903444393475338e-10
ACOX3,0.0064680534761578515
HSD17B12,6.125599847843999e-08
CACNA2D3,0.04944449243764146
MXI1,0.9395527422740576
PDSS1,2.706177914568568e-10
MYCL,5.723213659860692e-14
ITIH5,1.3935251186015864e-14
ALS2,0.4971117207469564
PLTP,0.0029001277240854814
FBN2,9.912971369481242e-09
LRRC4,0.07701664592968516
WSCD1,5.417926627898938e-13
MCF2L2,2.5310185364810463e-10
DDX6,0.6590649759798515
MSANTD2,2.1699927343419773e-07
GPT,0.18677943200775515
RASA4B,6.538792711923211e-10
YTHDC2,9.761710633723089e-06
CLTB,0.0952553129690616
SLC25A45,2.880394498679176e-12
TLE6,7.43627753267888e-12
GAL3ST4,0.0014826868704180885
GNMT,3.9008405669723806e-16
CLEC7A,9.137991857974933e-09
HEY2,0.015095844229288334
FAM177A1,2.8599285556815456e-15
SND1,6.11580270714258e-06
TSC22D4,0.6943580856027296
TNK1,0.00010998705602670596
KIF5C,0.04904668945213571
PDE1B,2.2660886988058406e-16
BYSL,5.021234183317267e-13
SPTBN5,0.001269172182826938
ZNF273,1.8512469113289506e-08
MAP1LC3B2,3.082096596378512e-05
RAB11FIP3,8.710286001255252e-07
MAST4,2.1223868632231047e-11
C2CD5,0.5058882913243417
TBC1D17,3.035840963319804e-05
CYYR1,1.2371672912681843e-16
PLEKHB2,3.016429051715997e-13
KIAA1462,2.5481372391734273e-17
SGK3,5.48957443615768e-07
C11orf52,5.489274750719185e-10
EIF6,3.5164248329970405e-13
EPC1,9.68592885337789e-12
DIS3,0.011405215859330112
NELFE,0.00028767911710357537
TSKU,1.0927330216521086e-14
AOC2,3.6121236277346127e-10
TTC39C,1.0659324618595685e-11
SLC29A3,4.4786182534657705e-06
MVB12B,7.123259181563196e-17
FUT11,9.713441297931692e-09
VPS51,3.988792158675961e-06
PKP1,5.28239219510408e-13
PPP1R14A,5.806127969053495e-17
CDKN2A,1.2358459981312148e-06
MCM8,2.010480046805149e-17
HSPA9,2.3363732180919195e-07
RBM39,0.4279005999384976
DNAJB11,1.3203331805747517e-14
PRKDC,7.123259181563196e-17
PEX5,0.48195004490007387
UNC119,2.3146036846845567e-10
TRIP4,0.6918139175147417
FGF18,6.686557686273593e-16
NRBP1,1.515548005113902e-12
CRYL1,1.3500747013325681e-15
PLEKHS1,0.0019889443039639407
